1 .005412087
2 .003514335
3 .003740979
4 .004892834
5 .003367322
6 .003964923
7 .005615284
8 .006204955
9 .003592229
10 .006132170
11 .003422622
12 .005900323
13 .005399378
14 .003897485
15 .004063059
16 .003521236
17 .008066110
18 .003700216
19 .005949083
20 .003948251
21 .004892786
22 .003378555
23 .003704754
24 .006517813
25 .003299146
26 .004609521
27 .003564707
28 .004157505
29 .003390152
30 .005778085
31 .004495706
32 .003796193
33 .003837745
34 .003732854
35 .004826621
36 .003909105
37 .004611073
38 .004224475
39 .004790063
40 .004094846
41 .005278966
42 .003699753
43 .003595160
44 .006424072
45 .004008058
46 .003404253
47 .003762068
48 .006393179
49 .003378342
50 .005367807
